subscription_id,customer_id,plan_id,billing_cycle,start_date,end_date,status
S2007,C1929,2,Annual,2025-01-29,2026-01-29,Churned
S2008,C1930,2,Monthly,2025-10-11,,Active
S2009,C1931,1,Annual,2026-01-11,,Active
S2010,C1932,3,Annual,2026-01-03,,Active
S2011,C1933,3,Annual,2026-03-14,,Active
S2012,C1934,2,Monthly,2026-04-15,2026-05-15,Churned
S2013,C1935,2,Monthly,2026-02-19,2026-05-19,Churned
S2014,C1936,1,Monthly,2025-03-05,2025-09-05,Churned
S2015,C1937,1,Monthly,2025-11-06,,Active
S2016,C1938,1,Monthly,2026-01-14,,Active
S2017,C1939,3,Monthly,2025-06-03,2026-01-03,Churned
S2018,C1940,1,Monthly,2025-02-05,2025-09-05,Churned
S2019,C1941,1,Monthly,2025-06-19,2025-12-19,Churned
S2020,C1942,1,Monthly,2025-10-30,2026-01-30,Churned
S2021,C1943,1,Monthly,2025-10-18,,Active
S2022,C1944,2,Annual,2025-05-05,,Active
S2023,C1945,3,Monthly,2026-04-30,,Active
S2024,C1946,2,Annual,2026-05-17,,Active
S2025,C1947,2,Annual,2025-05-23,,Active
S2026,C1948,2,Monthly,2026-05-07,2026-06-07,Churned
S2027,C1949,2,Annual,2025-01-18,,Active
S2028,C1950,3,Annual,2026-05-03,,Active
S2029,C1951,3,Annual,2026-06-19,,Active
S2030,C1952,3,Monthly,2025-01-07,,Active
S2031,C1953,3,Monthly,2026-03-29,,Active
S2032,C1954,3,Annual,2026-06-02,,Active
S2033,C1955,2,Annual,2026-05-21,,Active
S2034,C1956,2,Monthly,2026-06-05,,Active
S2035,C1957,3,Monthly,2025-12-22,2026-05-22,Churned
S2036,C1958,1,Monthly,2025-03-16,2025-06-16,Churned
S2037,C1959,1,Annual,2026-04-30,,Active
S2038,C1960,4,Annual,2026-01-21,,Active
S2039,C1961,2,Annual,2026-01-12,,Active
S2040,C1962,1,Monthly,2025-10-03,,Active
S2041,C1963,2,Monthly,2026-01-19,2026-04-19,Upgraded
S2042,C1963,3,Monthly,2026-04-19,,Active
S2043,C1964,1,Annual,2025-04-14,2026-04-14,Churned
S2044,C1965,1,Monthly,2026-03-02,,Active
S2045,C1966,2,Monthly,2025-02-17,2025-07-17,Churned
S2046,C1967,2,Monthly,2026-02-06,2026-05-06,Upgraded
S2047,C1967,3,Monthly,2026-05-06,,Active
S2048,C1968,2,Monthly,2026-04-08,,Active
S2049,C1969,1,Monthly,2025-11-01,,Active
S2050,C1970,2,Monthly,2025-11-12,2025-12-12,Churned
S2051,C1971,1,Monthly,2025-08-07,2025-11-07,Churned
S2052,C1972,2,Annual,2026-06-03,,Active
S2053,C1973,2,Annual,2026-03-14,,Active
S2054,C1974,1,Monthly,2025-09-07,,Active
S2055,C1975,4,Annual,2025-05-05,,Active
S2056,C1976,2,Monthly,2025-06-15,,Active
S2057,C1977,1,Monthly,2025-11-02,2025-12-02,Churned
S2058,C1978,2,Monthly,2026-06-30,,Active
S2059,C1979,1,Monthly,2026-03-15,2026-05-15,Churned
S2060,C1980,1,Monthly,2025-06-30,2025-11-30,Upgraded
S2061,C1980,2,Monthly,2025-11-30,2026-01-30,Churned
S2062,C1981,4,Monthly,2026-04-27,,Active
S2063,C1982,2,Monthly,2025-09-30,2025-10-30,Churned
S2064,C1983,3,Monthly,2026-04-17,2026-05-17,Churned
S2065,C1984,2,Monthly,2025-06-13,2025-11-13,Churned
S2066,C1985,4,Annual,2026-01-23,,Active
S2067,C1986,4,Monthly,2026-05-03,,Active
S2068,C1987,1,Monthly,2025-07-27,2025-10-27,Upgraded
S2069,C1987,2,Monthly,2025-10-27,2026-05-27,Churned
S2070,C1988,1,Monthly,2026-02-10,,Active
S2071,C1989,2,Monthly,2026-06-01,,Active
S2072,C1990,1,Monthly,2025-04-08,2025-05-08,Churned
S2073,C1991,2,Monthly,2025-03-08,2025-04-08,Churned
S2074,C1992,1,Monthly,2026-02-01,,Active
S2075,C1993,3,Annual,2025-08-21,,Active
S2076,C1994,1,Monthly,2025-02-03,,Active
S2077,C1995,3,Monthly,2025-11-26,,Active
S2078,C1996,2,Annual,2026-03-15,,Active
S2079,C1997,1,Monthly,2025-07-23,2025-12-23,Churned
S2080,C1998,3,Annual,2025-08-11,,Active
S2081,C1999,2,Monthly,2026-04-04,2026-06-04,Churned
S2082,C2000,3,Annual,2025-12-06,,Active
S2083,C2001,3,Annual,2026-04-20,,Active
S2084,C2002,1,Monthly,2025-10-23,2025-12-23,Churned
S2085,C2003,1,Annual,2026-06-09,,Active
S2086,C2004,1,Monthly,2026-01-12,2026-04-12,Churned
S2087,C2005,1,Monthly,2025-03-30,2025-12-30,Upgraded
S2088,C2005,2,Monthly,2025-12-30,2026-05-30,Churned
S2089,C2006,4,Annual,2026-05-27,,Active
S2090,C2007,3,Monthly,2025-11-13,,Active
S2091,C2008,1,Annual,2025-04-08,2026-04-08,Churned
S2092,C2009,3,Monthly,2025-04-10,,Active
S2093,C2010,4,Monthly,2026-02-16,,Active
S2094,C2011,1,Monthly,2025-02-16,2025-04-16,Churned
S2095,C2012,1,Monthly,2025-07-06,,Active
S2096,C2013,3,Monthly,2025-04-02,,Active
S2097,C2014,3,Monthly,2025-10-16,2026-01-16,Churned
S2098,C2015,1,Monthly,2025-10-25,,Active
S2099,C2016,2,Monthly,2025-12-05,2026-01-05,Churned
S2100,C2017,1,Monthly,2025-07-13,2026-04-13,Churned
S2101,C2018,2,Monthly,2025-01-06,2025-08-06,Churned
S2102,C2019,2,Monthly,2026-01-08,2026-03-08,Churned
S2103,C2020,1,Annual,2025-09-19,,Active
S2104,C2021,3,Monthly,2026-01-09,,Active
S2105,C2022,2,Annual,2025-03-09,,Active
S2106,C2023,3,Annual,2025-01-31,,Active
S2107,C2024,2,Monthly,2025-06-06,2026-06-06,Churned
S2108,C2025,2,Annual,2025-10-06,,Active
S2109,C2026,1,Monthly,2025-09-28,2026-02-28,Upgraded
S2110,C2026,2,Monthly,2026-02-28,2026-03-28,Churned
S2111,C2027,1,Monthly,2026-04-17,,Active
S2112,C2028,3,Annual,2025-09-02,,Active
S2113,C2029,2,Annual,2025-12-14,,Active
S2114,C2030,1,Annual,2026-01-18,,Active
S2115,C2031,4,Annual,2025-01-08,,Active
S2116,C2032,3,Annual,2025-12-17,,Active
S2117,C2033,1,Monthly,2025-08-21,2026-01-21,Churned
S2118,C2034,1,Monthly,2025-10-08,,Active
S2119,C2035,2,Monthly,2025-03-26,2025-09-26,Churned
S2120,C2036,1,Annual,2026-03-15,,Active
S2121,C2037,4,Annual,2026-06-29,,Active
S2122,C2038,2,Annual,2025-01-03,,Active
S2123,C2039,1,Monthly,2026-01-11,2026-05-11,Upgraded
S2124,C2039,2,Monthly,2026-05-11,,Active
S2125,C2040,2,Monthly,2026-03-23,,Active
S2126,C2041,1,Annual,2025-07-28,,Active
S2127,C2042,2,Annual,2026-03-07,,Active
S2128,C2043,1,Monthly,2026-01-31,,Active
S2129,C2044,3,Monthly,2026-05-06,,Active
S2130,C2045,3,Annual,2026-06-13,,Active
S2131,C2046,4,Annual,2025-02-09,,Active
S2132,C2047,1,Annual,2025-10-14,,Active
S2133,C2048,2,Monthly,2025-12-28,,Active
S2134,C2049,3,Monthly,2025-04-22,,Active
S2135,C2050,1,Monthly,2025-08-25,2026-02-25,Churned
S2136,C2051,1,Monthly,2026-06-08,,Active
S2137,C2052,4,Annual,2025-01-30,,Active
S2138,C2053,3,Monthly,2025-10-14,,Active
S2139,C2054,3,Annual,2026-04-20,,Active
S2140,C2055,2,Monthly,2025-08-22,2025-12-22,Churned
S2141,C2056,2,Annual,2025-11-20,,Active
S2142,C2057,2,Monthly,2026-06-19,,Active
S2143,C2058,2,Annual,2025-11-15,,Active
S2144,C2059,1,Monthly,2025-04-20,2025-05-20,Churned
S2145,C2060,3,Annual,2025-02-26,,Active
S2146,C2061,2,Monthly,2026-06-12,,Active
S2147,C2062,2,Monthly,2025-07-16,2025-08-16,Churned
S2148,C2063,3,Monthly,2025-11-06,,Active
S2149,C2064,3,Annual,2025-03-12,,Active
S2150,C2065,1,Monthly,2025-10-24,2025-11-24,Churned
S2151,C2066,2,Annual,2026-06-20,,Active
S2152,C2067,2,Annual,2025-11-07,,Active
S2153,C2068,1,Monthly,2026-06-17,,Active
S2154,C2069,1,Annual,2025-07-26,,Active
S2155,C2070,2,Monthly,2025-11-04,,Active
S2156,C2071,3,Monthly,2026-04-02,,Active
S2157,C2072,4,Monthly,2025-10-13,2026-04-13,Churned
S2158,C2073,1,Annual,2025-07-21,,Active
S2159,C2074,2,Monthly,2026-04-10,,Active
S2160,C2075,1,Monthly,2025-09-25,2026-02-25,Upgraded
S2161,C2075,2,Monthly,2026-02-25,,Active
S2162,C2076,4,Annual,2025-12-27,,Active
S2163,C2077,3,Annual,2026-06-16,,Active
S2164,C2078,4,Annual,2025-05-12,,Active
S2165,C2079,2,Monthly,2025-08-02,,Active
S2166,C2080,1,Annual,2025-01-26,,Active
S2167,C2081,2,Annual,2025-09-27,,Active
S2168,C2082,1,Monthly,2025-05-14,2025-07-14,Churned
S2169,C2083,1,Monthly,2026-02-15,2026-04-15,Churned
S2170,C2084,1,Annual,2025-05-24,2026-05-24,Churned
S2171,C2085,1,Monthly,2026-02-20,,Active
S2172,C2086,1,Monthly,2025-07-05,2025-08-05,Churned
S2173,C2087,4,Annual,2025-09-21,,Active
S2174,C2088,3,Annual,2025-08-29,,Active
S2175,C2089,3,Annual,2026-02-22,,Active
S2176,C2090,1,Monthly,2025-11-15,2026-02-15,Churned
S2177,C2091,3,Annual,2025-09-16,,Active
S2178,C2092,2,Monthly,2026-04-08,2026-05-08,Churned
S2179,C2093,1,Monthly,2026-01-21,,Active
S2180,C2094,2,Annual,2025-06-08,2026-06-08,Churned
S2181,C2095,1,Monthly,2026-05-11,,Active
S2182,C2096,3,Monthly,2025-08-09,2025-11-09,Churned
S2183,C2097,3,Monthly,2025-02-10,,Active
S2184,C2098,1,Monthly,2025-11-12,,Active
S2185,C2099,2,Monthly,2025-04-03,2025-11-03,Upgraded
S2186,C2099,3,Monthly,2025-11-03,2026-01-03,Churned
S2187,C2100,1,Annual,2025-06-22,2026-06-22,Churned
S2188,C2101,1,Annual,2026-03-14,,Active
S2189,C2102,2,Monthly,2025-04-29,2025-05-29,Churned
S2190,C2103,3,Annual,2026-04-06,,Active
S2191,C2104,3,Annual,2026-06-21,,Active
S2192,C2105,1,Annual,2026-01-06,,Active
S2193,C2106,2,Monthly,2026-02-16,2026-03-16,Churned
S2194,C2107,1,Monthly,2026-02-14,2026-06-14,Churned
S2195,C2108,1,Annual,2026-06-14,,Active
S2196,C2109,1,Monthly,2025-08-21,2025-12-21,Churned
S2197,C2110,1,Annual,2025-05-26,,Active
S2198,C2111,1,Monthly,2025-12-10,2026-02-10,Upgraded
S2199,C2111,2,Monthly,2026-02-10,2026-05-10,Churned
S2200,C2112,1,Monthly,2025-12-27,2026-05-27,Churned
S2201,C2113,3,Monthly,2025-05-06,2025-09-06,Churned
S2202,C2114,1,Monthly,2026-01-10,,Active
S2203,C2115,1,Annual,2025-01-10,,Active
S2204,C2116,4,Annual,2026-05-30,,Active
S2205,C2117,3,Monthly,2025-07-04,2025-11-04,Churned
S2206,C2118,1,Monthly,2025-02-12,2025-05-12,Churned
S2207,C2119,1,Monthly,2025-03-14,2025-04-14,Churned
S2208,C2120,1,Monthly,2025-06-25,,Active
S2209,C2121,4,Monthly,2025-07-16,,Active
S2210,C2122,1,Monthly,2025-01-30,,Active
S2211,C2123,1,Monthly,2025-07-23,2025-09-23,Churned
S2212,C2124,3,Annual,2025-05-22,,Active
S2213,C2125,3,Monthly,2025-09-23,2026-04-23,Churned
S2214,C2126,1,Annual,2025-09-05,,Active
S2215,C2127,1,Monthly,2025-08-14,2025-11-14,Churned
S2216,C2128,2,Annual,2025-08-19,,Active
S2217,C2129,1,Annual,2025-03-07,,Active
S2218,C2130,1,Monthly,2025-01-04,,Active
S2219,C2131,3,Annual,2025-05-05,2026-05-05,Churned
S2220,C2132,3,Monthly,2026-03-25,,Active
S2221,C2133,3,Monthly,2026-06-20,,Active
S2222,C2134,3,Monthly,2026-05-09,,Active
S2223,C2135,2,Monthly,2025-11-23,,Active
S2224,C2136,1,Monthly,2025-12-22,2026-01-22,Churned
S2225,C2137,3,Annual,2025-08-26,,Active
S2226,C2138,1,Annual,2026-03-29,,Active
S2227,C2139,1,Monthly,2026-03-28,,Active
S2228,C2140,1,Monthly,2026-04-06,,Active
S2229,C2141,3,Annual,2026-05-24,,Active
S2230,C2142,2,Annual,2025-10-13,,Active
S2231,C2143,2,Annual,2026-03-13,,Active
S2232,C2144,2,Monthly,2026-04-20,,Active
S2233,C2145,3,Annual,2025-08-19,,Active
S2234,C2146,1,Monthly,2026-05-14,,Active
S2235,C2147,2,Annual,2025-03-31,,Active
S2236,C2148,3,Annual,2026-06-06,,Active
S2237,C2149,2,Monthly,2026-03-04,2026-06-04,Churned
S2238,C2150,2,Monthly,2025-03-01,,Active
S2239,C2151,1,Annual,2026-01-26,,Active
S2240,C2152,4,Annual,2025-01-13,2026-01-13,Churned
S2241,C2153,2,Annual,2026-03-14,,Active
S2242,C2154,3,Monthly,2026-04-20,,Active
S2243,C2155,3,Monthly,2026-01-14,,Active
S2244,C2156,3,Monthly,2026-04-18,2026-05-18,Churned
S2245,C2157,1,Monthly,2025-03-02,2025-06-02,Upgraded
S2246,C2157,2,Monthly,2025-06-02,2025-10-02,Churned
S2247,C2158,2,Monthly,2025-07-05,2025-12-05,Churned
S2248,C2159,1,Annual,2025-10-29,,Active
S2249,C2160,1,Annual,2025-02-13,,Active
S2250,C2161,1,Monthly,2025-10-06,,Active
S2251,C2162,2,Monthly,2025-07-12,2025-09-12,Churned
S2252,C2163,2,Annual,2025-09-11,,Active
S2253,C2164,2,Monthly,2025-10-09,2025-11-09,Churned
S2254,C2165,1,Monthly,2026-05-10,,Active
S2255,C2166,1,Monthly,2025-07-23,,Active
S2256,C2167,1,Monthly,2026-05-04,,Active
S2257,C2168,3,Monthly,2025-10-10,,Active
S2258,C2169,1,Monthly,2025-08-15,2025-11-15,Churned
S2259,C2170,3,Monthly,2025-11-17,2026-03-17,Churned
S2260,C2171,1,Monthly,2025-10-28,2026-04-28,Churned
S2261,C2172,2,Monthly,2025-07-29,,Active
S2262,C2173,3,Monthly,2025-11-09,,Active
S2263,C2174,2,Monthly,2025-04-17,2025-09-17,Upgraded
S2264,C2174,3,Monthly,2025-09-17,2026-03-17,Churned
S2265,C2175,2,Monthly,2025-09-01,2026-03-01,Upgraded
S2266,C2175,3,Monthly,2026-03-01,2026-04-01,Churned
S2267,C2176,4,Annual,2026-01-20,,Active
S2268,C2177,1,Monthly,2025-10-05,,Active
S2269,C2178,1,Monthly,2026-04-03,,Active
S2270,C2179,4,Annual,2025-07-21,,Active
S2271,C2180,3,Monthly,2026-06-06,,Active
S2272,C2181,2,Monthly,2026-03-15,,Active
S2273,C2182,1,Annual,2026-06-04,,Active
S2274,C2183,1,Monthly,2026-04-23,,Active
S2275,C2184,3,Annual,2025-04-23,,Active
S2276,C2185,3,Annual,2025-12-18,,Active
S2277,C2186,1,Annual,2025-05-26,,Active
S2278,C2187,1,Monthly,2026-04-14,,Active
S2279,C2188,3,Annual,2026-01-06,,Active
S2280,C2189,2,Annual,2025-07-05,,Active
S2281,C2190,4,Monthly,2026-05-07,,Active
S2282,C2191,2,Monthly,2025-03-07,2025-04-07,Churned
S2283,C2192,1,Monthly,2026-01-11,,Active
S2284,C2193,1,Monthly,2026-02-07,,Active
S2285,C2194,2,Annual,2025-02-17,,Active
S2286,C2195,1,Monthly,2026-01-05,2026-04-05,Churned
S2287,C2196,1,Monthly,2026-04-19,,Active
S2288,C2197,1,Monthly,2025-02-10,2025-09-10,Upgraded
S2289,C2197,2,Monthly,2025-09-10,2026-02-10,Churned
S2290,C2198,1,Monthly,2025-11-21,2025-12-21,Churned
S2291,C2199,3,Monthly,2025-07-16,2025-08-16,Churned
S2292,C2200,1,Monthly,2026-01-29,2026-02-28,Churned
S2293,C2201,2,Monthly,2025-04-14,2025-06-14,Churned
S2294,C2202,2,Annual,2026-06-09,,Active
S2295,C2203,1,Monthly,2026-05-19,,Active
S2296,C2204,2,Annual,2025-05-21,,Active
S2297,C2205,3,Monthly,2025-08-14,2025-12-14,Churned
S2298,C2206,2,Annual,2026-01-18,,Active
S2299,C2207,2,Monthly,2026-02-14,,Active
S2300,C2208,3,Monthly,2025-10-10,,Active
S2301,C2209,4,Annual,2025-04-10,,Active
S2302,C2210,3,Monthly,2025-03-29,,Active
S2303,C2211,2,Monthly,2026-06-21,,Active
S2304,C2212,2,Annual,2025-10-03,,Active
S2305,C2213,2,Monthly,2026-05-30,,Active
S2306,C2214,1,Monthly,2025-11-22,2026-06-22,Churned
S2307,C2215,2,Monthly,2026-05-02,,Active
S2308,C2216,3,Annual,2025-03-23,,Active
S2309,C2217,1,Monthly,2025-03-19,,Active
S2310,C2218,4,Monthly,2026-05-29,,Active
S2311,C2219,4,Monthly,2026-06-15,,Active
S2312,C2220,1,Monthly,2025-08-17,2025-09-17,Churned
S2313,C2221,1,Monthly,2025-09-10,,Active
S2314,C2222,4,Annual,2025-10-10,,Active
S2315,C2223,1,Monthly,2025-10-20,2026-01-20,Churned
S2316,C2224,3,Annual,2025-05-26,,Active
S2317,C2225,1,Monthly,2026-05-28,,Active
S2318,C2226,1,Annual,2025-07-24,,Active
S2319,C2227,1,Monthly,2026-02-18,,Active
S2320,C2228,1,Annual,2025-02-15,,Active
S2321,C2229,4,Annual,2025-02-10,2026-02-10,Churned
S2322,C2230,1,Monthly,2026-01-24,2026-03-24,Churned
S2323,C2231,1,Annual,2025-08-10,,Active
S2324,C2232,3,Annual,2026-01-09,,Active
S2325,C2233,4,Annual,2025-03-27,,Active
S2326,C2234,2,Monthly,2026-06-18,,Active
S2327,C2235,3,Annual,2026-03-11,,Active
S2328,C2236,1,Monthly,2026-05-27,,Active
S2329,C2237,3,Annual,2025-04-29,,Active
S2330,C2238,3,Monthly,2025-08-10,2025-10-10,Churned
S2331,C2239,4,Annual,2025-09-16,,Active
S2332,C2240,2,Monthly,2025-12-15,,Active
S2333,C2241,4,Annual,2025-07-22,,Active
S2334,C2242,2,Monthly,2025-02-27,2025-05-27,Upgraded
S2335,C2242,3,Monthly,2025-05-27,,Active
S2336,C2243,3,Monthly,2025-09-17,,Active
S2337,C2244,3,Monthly,2025-07-25,,Active
S2338,C2245,1,Monthly,2025-09-18,2025-10-18,Churned
S2339,C2246,4,Annual,2025-05-28,,Active
S2340,C2247,3,Annual,2025-07-13,,Active
S2341,C2248,3,Monthly,2026-01-12,,Active
S2342,C2249,1,Annual,2025-09-13,,Active
S2343,C2250,3,Annual,2025-08-31,,Active
S2344,C2251,1,Monthly,2025-12-19,,Active
S2345,C2252,4,Annual,2026-03-05,,Active
S2346,C2253,1,Annual,2025-09-02,,Active
S2347,C2254,2,Monthly,2026-01-17,2026-02-17,Churned
S2348,C2255,1,Monthly,2026-06-25,,Active
S2349,C2256,3,Annual,2025-12-15,,Active
S2350,C2257,1,Monthly,2026-05-18,,Active
S2351,C2258,3,Annual,2026-03-25,,Active
S2352,C2259,3,Monthly,2025-02-15,2025-04-15,Churned
S2353,C2260,1,Monthly,2025-10-29,,Active
S2354,C2261,3,Annual,2026-02-18,,Active
S2355,C2262,3,Monthly,2026-06-22,,Active
S2356,C2263,2,Monthly,2025-11-24,2026-03-24,Churned
S2357,C2264,1,Monthly,2025-03-20,,Active
S2358,C2265,1,Monthly,2025-12-02,,Active
S2359,C2266,1,Monthly,2025-04-13,2025-11-13,Upgraded
S2360,C2266,2,Monthly,2025-11-13,2026-03-13,Churned
S2361,C2267,2,Monthly,2026-03-05,,Active
S2362,C2268,2,Monthly,2025-11-16,2026-02-16,Upgraded
S2363,C2268,3,Monthly,2026-02-16,,Active
S2364,C2269,2,Monthly,2026-02-05,,Active
S2365,C2270,4,Annual,2026-05-16,,Active
S2366,C2271,1,Monthly,2026-01-11,2026-04-11,Churned
S2367,C2272,3,Annual,2026-01-01,,Active
S2368,C2273,3,Annual,2026-03-04,,Active
S2369,C2274,3,Monthly,2026-04-16,,Active
S2370,C2275,2,Monthly,2026-05-03,,Active
S2371,C2276,1,Monthly,2025-01-27,2025-04-27,Churned
S2372,C2277,3,Monthly,2025-12-24,,Active
S2373,C2278,3,Annual,2025-06-22,,Active
S2374,C2279,3,Monthly,2026-04-06,,Active
S2375,C2280,1,Annual,2026-01-25,,Active
S2376,C2281,2,Monthly,2025-10-20,2025-12-20,Churned
S2377,C2282,2,Annual,2025-05-13,2026-05-13,Churned
S2378,C2283,2,Monthly,2025-08-01,2026-05-01,Upgraded
S2379,C2283,3,Monthly,2026-05-01,,Active
S2380,C2284,3,Monthly,2026-02-15,,Active
S2381,C2285,1,Annual,2025-05-25,,Active
S2382,C2286,1,Annual,2025-03-02,,Active
S2383,C2287,1,Monthly,2026-05-02,,Active
S2384,C2288,1,Monthly,2026-03-12,,Active
S2385,C2289,1,Monthly,2025-05-16,2025-07-16,Churned
S2386,C2290,1,Annual,2025-07-15,,Active
S2387,C2291,1,Monthly,2026-06-13,,Active
S2388,C2292,2,Annual,2026-02-08,,Active
S2389,C2293,3,Annual,2026-01-02,,Active
S2390,C2294,1,Monthly,2025-08-01,2025-09-01,Churned
S2391,C2295,1,Monthly,2025-07-04,,Active
S2392,C2296,3,Monthly,2025-02-20,,Active
S2393,C2297,2,Monthly,2026-02-23,2026-03-23,Churned
S2394,C2298,1,Monthly,2025-02-13,,Active
S2395,C2299,2,Annual,2025-01-03,,Active
S2396,C2300,4,Annual,2026-02-12,,Active
S2397,C2301,1,Monthly,2026-06-30,,Active
S2398,C2302,4,Annual,2026-03-08,,Active
S2399,C2303,1,Annual,2025-11-15,,Active
S2400,C2304,1,Monthly,2025-11-17,2026-01-17,Upgraded
S2401,C2304,2,Monthly,2026-01-17,,Active
S2402,C2305,1,Annual,2025-10-11,,Active
S2403,C2306,3,Monthly,2025-08-14,,Active
S2404,C2307,2,Monthly,2025-12-15,,Active
S2405,C2308,2,Monthly,2025-10-15,2025-11-15,Churned
S2406,C2309,4,Annual,2026-01-23,,Active
S2407,C2310,2,Monthly,2026-05-19,,Active
S2408,C2311,1,Monthly,2026-06-02,,Active
S2409,C2312,3,Annual,2025-03-01,,Active
S2410,C2313,1,Monthly,2025-09-13,2026-06-13,Churned
S2411,C2314,2,Annual,2025-05-29,2026-05-29,Churned
S2412,C2315,3,Annual,2025-09-02,,Active
S2413,C2316,2,Monthly,2025-07-03,2026-05-03,Churned
S2414,C2317,1,Monthly,2025-05-22,2025-11-22,Churned
S2415,C2318,2,Annual,2026-03-14,,Active
S2416,C2319,1,Annual,2025-11-07,,Active
S2417,C2320,1,Annual,2026-05-07,,Active
S2418,C2321,2,Monthly,2025-01-21,2025-05-21,Churned
S2419,C2322,1,Monthly,2025-02-15,2025-07-15,Churned
S2420,C2323,1,Monthly,2025-09-20,,Active
S2421,C2324,2,Annual,2025-03-09,,Active
S2422,C2325,2,Monthly,2025-07-17,,Active
S2423,C2326,2,Monthly,2026-06-26,,Active
S2424,C2327,4,Annual,2025-06-10,,Active
S2425,C2328,1,Monthly,2025-05-13,2025-09-13,Churned
S2426,C2329,1,Monthly,2026-01-06,,Active
S2427,C2330,3,Annual,2025-11-20,,Active
S2428,C2331,1,Monthly,2026-01-02,2026-04-02,Churned
S2429,C2332,4,Monthly,2025-09-08,2025-10-08,Churned
S2430,C2333,2,Monthly,2026-04-22,,Active
S2431,C2334,2,Monthly,2025-04-01,,Active
S2432,C2335,1,Monthly,2025-10-31,2026-06-30,Churned
S2433,C2336,1,Monthly,2026-02-12,,Active
S2434,C2337,3,Monthly,2026-05-13,,Active
S2435,C2338,1,Monthly,2025-09-17,2026-02-17,Churned
S2436,C2339,3,Monthly,2026-01-20,,Active
S2437,C2340,3,Monthly,2025-02-13,2025-04-13,Upgraded
S2438,C2340,4,Monthly,2025-04-13,,Active
S2439,C2341,3,Monthly,2025-05-28,,Active
S2440,C2342,1,Monthly,2025-02-27,,Active
S2441,C2343,3,Annual,2026-02-06,,Active
S2442,C2344,3,Monthly,2025-07-22,2026-05-22,Upgraded
S2443,C2344,4,Monthly,2026-05-22,,Active
S2444,C2345,1,Monthly,2026-02-09,,Active
S2445,C2346,4,Monthly,2025-02-28,,Active
S2446,C2347,1,Monthly,2026-05-08,,Active
S2447,C2348,4,Annual,2026-04-09,,Active
S2448,C2349,1,Annual,2025-03-23,,Active
S2449,C2350,1,Annual,2025-01-25,,Active
S2450,C2351,3,Annual,2025-02-04,2026-02-04,Churned
S2451,C2352,1,Monthly,2026-04-17,,Active
S2452,C2353,1,Annual,2025-06-11,2026-06-11,Churned
S2453,C2354,1,Monthly,2025-12-19,,Active
S2454,C2355,3,Annual,2025-10-18,,Active
S2455,C2356,1,Monthly,2026-04-30,,Active
S2456,C2357,2,Monthly,2025-11-29,,Active
S2457,C2358,2,Annual,2025-11-20,,Active
S2458,C2359,2,Monthly,2026-06-21,,Active
S2459,C2360,1,Monthly,2025-04-27,2025-06-27,Churned
S2460,C2361,1,Monthly,2026-04-06,2026-05-06,Churned
S2461,C2362,4,Annual,2025-02-21,2026-02-21,Churned
S2462,C2363,3,Annual,2025-11-24,,Active
S2463,C2364,4,Annual,2026-05-04,,Active
S2464,C2365,3,Monthly,2026-01-28,2026-05-28,Churned
S2465,C2366,3,Annual,2026-02-20,,Active
S2466,C2367,4,Annual,2025-07-11,,Active
S2467,C2368,2,Monthly,2025-10-16,2026-05-16,Churned
S2468,C2369,4,Annual,2025-09-15,,Active
S2469,C2370,1,Annual,2025-12-29,,Active
S2470,C2371,1,Monthly,2025-11-30,,Active
S2471,C2372,2,Annual,2025-08-26,,Active
S2472,C2373,2,Monthly,2025-08-21,2025-10-21,Churned
S2473,C2374,2,Monthly,2025-06-04,2025-09-04,Churned
S2474,C2375,2,Monthly,2025-09-28,2025-11-28,Churned
S2475,C2376,2,Annual,2025-04-05,,Active
S2476,C2377,3,Annual,2026-05-06,,Active
S2477,C2378,1,Monthly,2026-01-03,2026-03-03,Churned
S2478,C2379,1,Monthly,2025-04-29,2025-06-29,Churned
S2479,C2380,3,Monthly,2026-02-14,2026-03-14,Churned
S2480,C2381,2,Monthly,2026-04-08,,Active
S2481,C2382,3,Annual,2025-06-03,,Active
S2482,C2383,1,Monthly,2025-04-13,,Active
S2483,C2384,1,Monthly,2025-01-23,2025-04-23,Churned
S2484,C2385,4,Annual,2025-02-28,,Active
S2485,C2386,1,Monthly,2026-03-18,2026-05-18,Churned
S2486,C2387,3,Monthly,2026-06-19,,Active
S2487,C2388,1,Monthly,2025-02-24,2025-08-24,Churned
S2488,C2389,2,Monthly,2026-03-28,2026-05-28,Churned
S2489,C2390,3,Monthly,2025-02-08,,Active
S2490,C2391,2,Monthly,2026-01-31,,Active
S2491,C2392,1,Monthly,2026-03-17,,Active
S2492,C2393,3,Monthly,2025-09-28,,Active
S2493,C2394,1,Monthly,2025-01-04,2025-03-04,Churned
S2494,C2395,1,Monthly,2026-01-04,2026-03-04,Upgraded
S2495,C2395,2,Monthly,2026-03-04,,Active
S2496,C2396,2,Monthly,2026-06-27,,Active
S2497,C2397,2,Monthly,2025-07-21,2025-10-21,Churned
S2498,C2398,2,Monthly,2025-05-06,2025-11-06,Churned
S2499,C2399,2,Monthly,2025-04-27,,Active
S2500,C2400,2,Monthly,2025-12-04,2026-02-04,Upgraded
S2501,C2400,3,Monthly,2026-02-04,,Active
S2502,C2401,1,Monthly,2026-01-22,,Active
S2503,C2402,4,Monthly,2026-03-07,,Active
S2504,C2403,1,Monthly,2026-03-03,,Active
